,ID,DATA,TEL,CPF,SOLICITANTE,DS_RECEITA,LABEL
1091,1091,2020-08-21,1100001091,12345671091,Cristina,uso oral 1) dipirona 1g tomar 1 cp 6/6h se dor ou febre 2) ondansetrona 8mg tomar 1cp 88/8h se nauseas ou vomitos,Receita
1092,1092,2020-12-18,1100001092,12345671092,Rafael,"uso oral: 1. targifor c 1g tomar 1 tablete diluido, via oral, cedo, por 90 dias",Receita
1093,1093,2020-08-01,1100001093,12345671093,Patrícia,"uso inalatorio clenil 200mcg realizar 1 jato, com espacador e mascara, de 12/12h. uso continuo",Receita
1094,1094,2020-07-02,1100001094,12345671094,Vinícius,uso oral 1. ibuprofeno 300mg 1cp 6/6hs por 3 a 5 dias,Receita
1095,1095,2020-04-07,1100001095,12345671095,Camila,solicito 10 sessoes de fisioterapia 20103484 tendinopatia do manguito epicondilite lateral do cotovelo d m751 m771 analgesia alongamentos fortalecimento do manguito,Encaminhamento
1096,1096,2020-08-07,1100001096,12345671096,Rodrigo,solicito coleta hemograma em 15/03/2024,Exame
1097,1097,2020-08-13,1100001097,12345671097,Tatiana,ao neuro pediatra solicito avaliacao urgente para paciente acima com quadro de disturbio de ansiedade ??,Exame
1098,1098,2020-02-09,1100001098,12345671098,Gustavo,uso oral ibuprofeno gotas 100mg/ml dar 12 gotas a cada 08 horas por 03 dias,Receita
1099,1099,2020-09-12,1100001099,12345671099,Isabela,"uso oral: 1) cetoprofeno 100 mg tomar 1 comprimido a cada 12 horas, por 3 dias. 2) koide d xarope tomar 10 ml a cada 8 horas, por 5 dias.",Receita
1100,1100,2020-06-14,1100001100,12345671100,João,"uso oral: 1)annita ou azox comp. tomar 1 comp.,via oral,de 12 em 12 horas,por 3 dias",Receita
1101,1101,2020-05-04,1100001101,12345671101,Maria,"encaminho paciente acima, 69 anos, para atualizacao das vacinas (de acordo com carteira de vacinacao do paciente): anti tetanica hepatite b pneumococica 13 herpes zoster grata,",Exame
1102,1102,2020-11-13,1100001102,12345671102,José,uso oral: 1) koide d tomar 15 ml de 8/8h por 3 dias uso inalatorio: 2) atrovent nebulizar com 30 gotas + soro fisiologico 0.9% 3 ml de 6/6h se necessario,Receita
1103,1103,2020-09-28,1100001103,12345671103,Ana,uso oral 1 dipirona 1g tomar 1cp 6/6h se dor ou febre 2 vonau flash 8mg tomar 1cp sublingual 8/8h se nausea 3 pantoprazol 40mg tomar 1cp cedo em jejum por 7 dias,Receita
1104,1104,2020-05-28,1100001104,12345671104,Pedro,"uso oral 1 lisador dip 1g tomar 1 comprimido via oral, de 8 em 8 horas, por 7 dias 2 ecoxe 90mg tomar 1 comprimido via oral, 1x ao dia, por 7 dias 3 miosan caf 10mg tomar 1 comprimido via oral, 2 horas antes de dormir, a noite, por 7 dias. 4 novotram 50mg tomar 1 comprimido via oral, de 8 em 8 horas, se dor forte",Receita
1105,1105,2020-03-29,1100001105,12345671105,Mariana,,Invalido
1106,1106,2020-06-30,1100001106,12345671106,Carlos,uso oral 1. enterogermina plus tomar 01 frasco ao dia por 5 dias 2. buscopan composto tomar 01 cp de 8/8h se dor 3. vonau flash 8mg tomar 1 cp sublingual de 8/8h se nausea 4. profenid 100mg tomar 01 cp de 12/12h por 5 dias,Receita
1107,1107,2020-09-23,1100001107,12345671107,Paula,uso oral: 1) amoxicilina + clavulanato 400 + 57 mg/ 5ml dar 4 ml de 12/12 horas por 10 dias 2) paracetamol gotas 1 frasco dar 13 gotas de 6/6 horas se dor ou febre,Receita
1108,1108,2020-06-27,1100001108,12345671108,Lucas,uso oral: 1) buscopan composto tomar 1 comprimido de 6/6h em caso de dor abdominal 2) vonau 4mg tomar 1 comprimido sublingual de 8/8h em caso de nausea ou vomito 3) loperamida 2mg tomar 1 comprimido de 8/8h em caso de diarreia 4) zinco quelato 25mg tomar 1 comprimido ao dia por 7 dias,Receita
1109,1109,2020-11-05,1100001109,12345671109,Juliana,solicito: mamografia (40808041) us mamas (40901114) us transvaginal (40901300) us abdome total (40901122) us tireoide (40901203) justificativa: rotina,Exame
1110,1110,2020-11-28,1100001110,12345671110,Fernando,"uso oral: 1 paracetamol 750mg cx tomar 1 cp de 6h/6h se dor ou febre 2 ondansetrona 8mg cx dissolver 1 cp sublingual, de 8h/8h, se nausea ou vomito orientacoes: 1 ingesta de 4 litros de liiquido ao longo do dia (agua, cha gelado, agua de coco) 2 procurar pronto atendimento imediatamente se sinais de alarme: sangramentos, queda de pressao, dor abdominal intensa, vomitos persistentes apesar do uso de medicacao",Outros
1111,1111,2020-03-19,1100001111,12345671111,Cristina,"relatorio medico pcte gabriel com dores cronicas articulares e lombares, refere melhora atraves dos exercicios da fisioterapia e da reabilitacao postural global (rpg) portanto, indico manutencao deste tratamento. em ombro direito apresenta dor reg acrom clavicular e tendinite infra e supreespinhal, e em coluna lombar degeneracao leve discal l4 a s1 com obliteracao forames local discreta. hd lombociatalgia cronica + impacto ombro direito cid m751 / m544 sem mais,",Outros
1112,1112,2020-11-15,1100001112,12345671112,Rafael,uso oral 1. bi profenid 150mg tomar 01 cp de 12/12h por 5 dias 2.musculare 10mg tomar 01 cp a noite por 5 noites,Receita
1113,1113,2020-12-10,1100001113,12345671113,Patrícia,"uso oral 1 paracetamol 750mg tomar 01 cp, vo, 8/8h se dor ou febre. 2 sais de reidratacao oral (sro) diluir 1 sache em 1 litro de agua filtrada ou fervida; ingerir 60 ml por kg de liquido dia, sendo: 20 ml por kg por dia de sro (20ml x peso total de sro minimo) + 40 ml por kg por dia de agua (40ml x peso total de agua minimo). 3 bromoprida 10mg ou ondansetrona 4mg tomar 01 cp, vo ou sl, de 8/8h se nauseas ou vomitos. 4 buscopam tomar 01 cp, vo, de ate 8/8h se dor abdominal retornar para reavaliacao se presenca de sinal de alarme entre o 3deg e 7deg dia: sangramentos espotaneos hipotensao, sensacao de desmaio ou tonturas recorrentes vomitos persistentes apersar da medicacao dor abdominal persistente alteracao da consciencia letargia ou irritabilidade",Receita
1114,1114,2020-10-25,1100001114,12345671114,Vinícius,uso oral: 1) azitromicina 500mg tomar 1 comprimido ao dia por 5 dias 2) prednisona 20mg tomar 1 comprimido pela manha por 5 dias 3) dipirona 500mg tomar 1 comprimido de 4/4h em caso de dor ou febre 4) koide d tomar 15 ml de 8/8h por 3 dias 5) zinco quelato 25mg tomar 1 comprimido ao dia por 7 dias,Receita
1115,1115,2020-01-17,1100001115,12345671115,Camila,uso oftalmologico: 1) tobramicina 3mg/g aplicar 1 gota no olho 3 x ao dia 2) pantanol s aplicar 1 gota no olho acometido 3 x ao dia,Receita
1116,1116,2020-02-14,1100001116,12345671116,Rodrigo,1 quadriderm 1 tubo aplicar lesao 2 x/dia,Receita
1117,1117,2020-03-25,1100001117,12345671117,Tatiana,uso interno : 1 lactulose dar 5 ml vo 1x/dia por 5 dias . se na ocorrer alteracao nas fezes passar para dias alternados .,Receita
1118,1118,2020-03-25,1100001118,12345671118,Gustavo,uso oral 1 amitriptilina 25mg tomar 1cp a noite,Receita
1119,1119,2020-08-25,1100001119,12345671119,Isabela,uso oral 1. .musculare 10mg tomar 01 cp antes de dormir por 15 dias 2. ecoxe 90mg tomar 1cp ao dia por 7 dias,Receita
1120,1120,2020-12-07,1100001120,12345671120,João,uso topico 1 cylocort colirio aplicar 2 gts no olho afetado de 8/8horas por 7 dias.,Receita
1121,1121,2020-12-13,1100001121,12345671121,Maria,uso oral: 1) ciprofloxacino 500mg tomar 1 comprimido de 12/12h por 7 dias 2) buscopan composto tomar 1 comprimido de 6/6h em caso de dor abdominal 3) vonau 4mg tomar 1 comprimido sublingual de 8/8h em caso de nausea ou vomito 4) zinco quelato 25mg tomar 1 comprimido ao dia por 7 dias,Receita
1122,1122,2020-02-11,1100001122,12345671122,José,uso oral 1. celestamine tomar 10 ml de 8/8h por 5 dias 2. profenid 100 mg tomar 01 cp de 8/8h por 5 dias 3. levofloxacino 500mg tomar 01 cp ao dia por 5 dias,Receita
1123,1123,2020-01-04,1100001123,12345671123,Ana,uso oral : novalgina solucao oral ( 1ml/50 mg) dar 6 ml vo de 6/6 horas se febre ou dor paracetamol 200mg/ml dar 20 gotas vo de 6/6 horas se febre ou dor intercalando s/n retornar se febre ate 26/03 ou antes se piora clinica/desconforto respiratorio,Receita
1124,1124,2020-08-21,1100001124,12345671124,Pedro,solicito academia pilates hd lombalgia cronica,Encaminhamento
1125,1125,2020-01-29,1100001125,12345671125,Mariana,uso oral neutrofer gotas dar 18 gotas por dia por 2 meses aerolin 100ug spray oral fazer 4 jatos de 8/8h se crise uso topico hidrocortisona 1% pomada aplicar em picada 2 x dia por 3 dias,Receita
1126,1126,2020-10-20,1100001126,12345671126,Carlos,uso oral muvinlax tomar 01 sache / dia por 3 dias,Receita
1127,1127,2020-10-20,1100001127,12345671127,Paula,uso oral: 1) novalgina 50 mg/ml 1 frasco dar 5 ml de 6/6h se dor ou febre uso externo: 2) soro fisiologico 0.9% 1 frasco higiene nasal minimo 4x ao dia 3) avamys 1 frasco aplicar 1 jato em cada narina 1x ao dia,Receita
1128,1128,2020-05-30,1100001128,12345671128,Lucas,uso interno paratram 01 cx tome 01 comp. vo de 8/8 horas por 7 dias uso externo dexacitoneurim 03 doses aplicar im de 2/2 dias,Receita
1129,1129,2020-01-03,1100001129,12345671129,Juliana,"uso oral: 1) amoxicilina + clavulanato 875/125 mg tomar 1 comprimido a cada 12 horas, por 7 dias 2) cetoprofeno 100 mg tomar 1 comprimido a cada 12 horas, por 3 dias 3) koide d xarope tomar 10 ml a cada 8 horas, por 5 dias.",Receita
1130,1130,2020-04-20,1100001130,12345671130,Fernando,uso oral 1 predsim 3mg/ml dar 5.5 ml ao dia por 5 dias 2 allegra suspensao dar 5.0 ml 12/12 horas por 7 dias 3 allivium 100 mg dar 17 goats 6/6 horas se temp axilar maior que 37.8c 4 dipirona sodica dar 17 goats 6/6 hoars ou se temp axilar maior que 37.8c inalatorio 1 clenil hfa 50 mcg aplicar 2 jatos 12/12 horas por 7 dias com espacador 2 aerolin 100 mcg aplicar 4 jatos 4/4 horas por 3 dias e apos 2 jatos 12/12 horas por 10 dias com espacador,Receita
1131,1131,2020-08-22,1100001131,12345671131,Cristina,"uso interno 1. ondif 4mg tomar 1 microfilme, sl, de 8/8h, se nauseas ou vomitos 2. floratil tomar 1 sache, vo, de 12/12h, por 5 dias 3. zinco solucao tomar 5ml, vo, 1x ao diam por 10 dias 4. soro de reidrtacao oral tomar cerca de 100ml, vo, a cada vomito ou diarreia liquida",Receita
1132,1132,2020-03-25,1100001132,12345671132,Rafael,uso oral 1. amoxicilina + clavulanato 875/125 mg tomar 01 comprimido de 12/12h por 07 dias 2. prednisona 20 mg tomar 01 comprimido de 12/12h por 05 dias 3. koided tomar 10 ml de 12/12h por 05 dias 4. acetilcisteina 600 mg diluir em 01 sache em 100 ml de agua e tomar a noite por 07 noites,Receita
1133,1133,2020-05-07,1100001133,12345671133,Patrícia,"uso oral ciprofloxacino 500mg tomar 1 comprimido de 12/12 horas, 5 dias.",Receita
1134,1134,2020-10-13,1100001134,12345671134,Vinícius,uso oral: 1) azitromicina 500mg tomar 1 comprimido ao dia por 5 dias 2) prednisona 20mg tomar 1 comprimido pela manha por 5 dias 3) dipirona 500mg tomar 1 comprimido de 4/4h em caso de dor ou febre 4) koide d tomar 15 ml de 8/8h por 3 dias 5) zinco quelato 25mg tomar 1 comprimido ao dia por 7 dias,Receita
1135,1135,2020-11-26,1100001135,12345671135,Camila,uso oral 1) dipirona ou paracetamol dar 04 gotas 6/6h se dor ou febre uso topico 1) soro fisiologico 0.9% lavar narinas sempre que apresentar secrecao,Receita
1136,1136,2020-06-23,1100001136,12345671136,Rodrigo,uso topico 1) otociriax gotas otologicas pingar 3 gotas no ouvido acometido de 12/12 horas por 07 (sete) dias permanecer deitado na mesma posicao por 5 a 10 minutos apos a aplicacao. limpar bem a orelha por fora. cuidados: tomar banho com algodao embebido com oleo para evitar entrar agua nao frequentar piscinas por pelo menos 10 dias,Receita
1137,1137,2020-01-06,1100001137,12345671137,Tatiana,solicito rx pe e 2 pos hd frat 5 metatarso,Exame
1138,1138,2020-07-12,1100001138,12345671138,Gustavo,rx 1 lacotem 50mg uso cont 60 cps/mes tomar 01 cp vo de 12/12h,Receita
1139,1139,2020-12-08,1100001139,12345671139,Isabela,"uso oral 1. pantoprazol 40mg tomar 1cp, em jejum pela manha, 30 minutos antes do cafe. 2. buscopan composto tomar 1cp de 8/8h se dor. 3. bromoprida 10mg tomar 1cp de 8/8h se nausea ou vomito.",Receita
1140,1140,2020-09-28,1100001140,12345671140,João,"uso oral: peso 14.3 1 dipirona 500mg/ml dar gotas de 6/6h se dor ou febre (t>37.8degc) 2 paracetamol 200mg/ml dar gotas de 6/6h se dor ou febre (t>37.8degc) 3 allegra pediatrico dar 5 ml de 12/12h por 5 dias 4 enterogermina dar 1 flaconete de 12/12 horas, por 10 dias 5 pedialyte max oferecer varias vezes ao dia (500ml/dia) 6 ondif 4mg colocar meio filme sobre a lingua de 8/8 horas se nausea ou vomito apos medicacao fazer ma hora de jejum",Receita
1141,1141,2020-01-23,1100001141,12345671141,Maria,uso otologico: 1 cerumin aplicar 05 gts por ouvido 4x ao dia por 7 dias ou 1 aceratum aplicar 05 gts por ouvido 2x ao dia por 7 dias,Receita
1142,1142,2020-06-26,1100001142,12345671142,José,uso interno 1 ofolato uso continuo tomar 01 cp via oral 1 x ao dia uso continuo 2 buscopan duo 01 cx tomar 01 cp via oral de 8/8 horas se dor,Receita
1143,1143,2020-12-24,1100001143,12345671143,Ana,"uso topico: bactrobam creme aplicar na area 2x ao dia por 15 dias, uma fina camada.",Receita
1144,1144,2020-12-28,1100001144,12345671144,Pedro,uso oral: 1) novalgina gotas tomar 28gotas de 6/6 horas se dor ou febre(temperatura maior que 37.8degc) ou 1) novalgina solucao tomar 9ml vo de 6/6 horas se dor ou febre(temperatura maior que 37.8degc) 2) tylenol gotas tomar 28gotas de 6/6 horas se dor ou febre(temperatura maior que 37.8degc),Receita
1145,1145,2020-09-11,1100001145,12345671145,Mariana,oral cloridrato de paroxetina 20 mg uso continuo 1 cp vo ao dia.,Receita
1146,1146,2020-12-04,1100001146,12345671146,Carlos,solicito us doppler de msd just tromboflebite?,Encaminhamento
1147,1147,2020-03-22,1100001147,12345671147,Paula,"uso oral 1) ciprofloxacino 500mg tomar 1 comprimido de 12/12 horas, 7 dias. 2) clindamicina 300 mg tomar 2 comprimidos de 8/8 horas durante 7 dias",Receita
1148,1148,2020-02-19,1100001148,12345671148,Lucas,"informacao ao paciente dengue orientacoes a dengue e uma doenca febril causada por um virus e na maioria dos casos, apresenta uma evolucao benigna. para que voce esteja seguro em casa e importante que voce saiba que: 1) alguns sintomas podem indicar a necessidade de retornar ao pronto atendimento, estes sao: dor abdominal intensa e continua vomitos persistentes queda da pressao sonolencia irritabilidade sangramentos na gengiva, no nariz, nos vomitos e nas fezes (fezes escuras, cor de borra de cafe) diminuicao do volume da urina reducao brusca da temperatura corporal desconforto respiratorio 2) o diagnostico laboratorial especifico para o virus da dengue e realizado por meio de sorologia realizada na amostra de sangue que voce ja realizou e por isso esta recebendo essas orientacoes. 3) voce deve fazer o acompanhamento com seu medico durante o periodo da doenca e de sua convalescenca, para que a conduta medica possa ser atualizada sempre que for necessario. 4 manter a hidratacao durante todo o periodo febril e por ate 24 48 horas apos a defervescencia da febre. 5 a alimentacao nao deve ser interrompida durante a hidratacao e sim administrada de acordo com a aceitacao do paciente. alguns medicamentos sao contraindicados em casos de dengue, portanto procure seu medico antes de usa los. sao eles: acido acetilsalicilico analgesin, aas, aspirina, doril, coristina, aceticil, acetildor, melhoral, acidalic, cafiaspirina, sonrisal, somalgin, assedatil, bayaspirina, bufferin, ecasil 81. antitermin, asetisin, as med, salicetil, vasclin, calmador, cibalena a, salipirin, resprax, salitil, migrainex, engov ibuprofeno buscofem, motrin, advil, alivium, spidufen, atrofem, buprovil cetoprofeno profenid, bicerto, artrosil, algie, triploa diclofenaco voltaren, biofenac, flotac, cataflam, flodin, fenaren, tandrilax naproxeno flanax, vimovo, naxotec, sumaxpro, napros",Outros
1149,1149,2020-08-21,1100001149,12345671149,Juliana,solicitacao de exames nasofibrolaringoscopia flexivel cid: j30 tuss: 40202488,Exame
1150,1150,2020-02-25,1100001150,12345671150,Fernando,uso int 1 dulcolax 01 cx tomar 03 cp vo dose unica 2 tropinal 01 cx tomar 01 cp vo 6/6h se dor,Receita
1151,1151,2020-07-29,1100001151,12345671151,Cristina,uso oral 1. decadron 4mg tomar 1 cp ao dia por 5 dias,Receita
1152,1152,2020-08-26,1100001152,12345671152,Rafael,paciente refere dor em arcos costais direito ha 7 dias relata dor local solicito rx arcos costais,Exame
1153,1153,2020-07-13,1100001153,12345671153,Patrícia,ao convenio solicito exame para dengue ns1,Encaminhamento
1154,1154,2020-04-14,1100001154,12345671154,Vinícius,"pcte esta apto , em condicoes ortopedicas , no momento , para realizar a cirurgia bariatrica. apresenta hernia discal lombar em tratamento c/ neuro nega fraturas ou cirurgias ortopedicas. att",Exame
1155,1155,2020-02-13,1100001155,12345671155,Camila,,Invalido
1156,1156,2020-12-12,1100001156,12345671156,Rodrigo,solicito coleta de novo hemograma completo de urgencia no dia 05/04/2024 pela manha em laboratorio de escolha cid 10 a90,Exame
1157,1157,2020-12-30,1100001157,12345671157,Tatiana,solicito ultrassonografia de mao esquerda. avaliacao de polias do terceiro quirodactilo apos trauma grato,Encaminhamento
1158,1158,2020-02-07,1100001158,12345671158,Gustavo,solicitacao de exame de imagem rnm da bacia sugestivo de pubalgia praticante de atividade fisica de alta demanda,Encaminhamento
1159,1159,2020-11-21,1100001159,12345671159,Isabela,solicito ct tomografia joelho d rx panoramica mmii cid m17.0,Encaminhamento
1160,1160,2020-07-26,1100001160,12345671160,João,solicito: hmg ferro serico ferritina transferrina vitamina b12 vitamina d tgo tgp ureia creatinina sodio potassio magnesio tsh t4 livre indicacao: inapetencia,Exame
1161,1161,2020-02-08,1100001161,12345671161,Maria,solicito: angiotomografia pulmonar cid r071,Exame
1162,1162,2020-04-07,1100001162,12345671162,José,"informacao ao paciente dengue orientacoes a dengue e uma doenca febril causada por um virus e na maioria dos casos, apresenta uma evolucao benigna. para que voce esteja seguro em casa e importante que voce saiba que: 1) alguns sintomas podem indicar a necessidade de retornar ao pronto atendimento, estes sao: dor abdominal intensa e continua vomitos persistentes queda da pressao sonolencia irritabilidade sangramentos na gengiva, no nariz, nos vomitos e nas fezes (fezes escuras, cor de borra de cafe) diminuicao do volume da urina reducao brusca da temperatura corporal desconforto respiratorio 2) o diagnostico laboratorial especifico para o virus da dengue e realizado por meio de sorologia realizada na amostra de sangue que voce ja realizou e por isso esta recebendo essas orientacoes. 3) voce deve fazer o acompanhamento com seu medico durante o periodo da doenca e de sua convalescenca, para que a conduta medica possa ser atualizada sempre que for necessario. 4 manter a hidratacao durante todo o periodo febril e por ate 24 48 horas apos a defervescencia da febre. 5 a alimentacao nao deve ser interrompida durante a hidratacao e sim administrada de acordo com a aceitacao do paciente. alguns medicamentos sao contraindicados em casos de dengue, portanto procure seu medico antes de usa los. sao eles: acido acetilsalicilico analgesin, aas, aspirina, doril, coristina, aceticil, acetildor, melhoral, acidalic, cafiaspirina, sonrisal, somalgin, assedatil, bayaspirina, bufferin, ecasil 81. antitermin, asetisin, as med, salicetil, vasclin, calmador, cibalena a, salipirin, resprax, salitil, migrainex, engov ibuprofeno buscofem, motrin, advil, alivium, spidufen, atrofem, buprovil cetoprofeno profenid, bicerto, artrosil, algie, triploa diclofenaco voltaren, biofenac, flotac, cataflam, flodin, fenaren, tandrilax naproxeno flanax, vimovo, naxotec, sumaxpro, napros",Outros
1163,1163,2020-02-04,1100001163,12345671163,Ana,"bete solicitar uma rnm do ombro direito da paciente acima , pela unimed cid: m751",Exame
1164,1164,2020-07-05,1100001164,12345671164,Pedro,a farmacia protoclo sepse rocefin 2 g ev agora,Exame
1165,1165,2020-12-09,1100001165,12345671165,Mariana,solicito: 1. video endoscopia naso sinusal com otica flexivel (40201210),Exame
1166,1166,2020-09-04,1100001166,12345671166,Carlos,: observacao: paciente em consulta ambulatorial favor priorizar : solicito para paciente acima: : rx mao esquerda e direita ap e obliqua justificativa: controle radiografico de fratura cid 10: s62 realizar em junho 2024,Exame
1167,1167,2020-06-07,1100001167,12345671167,Paula,solicito: radiografia do ombro esquerdo ap + y sequela de avc,Exame
1168,1168,2020-10-22,1100001168,12345671168,Lucas,"solicito rx de seios da face 3p, hd: sinusopatia",Exame
1169,1169,2020-10-22,1100001169,12345671169,Juliana,solicito calprotectina fecal hs: cid 10 k50,Encaminhamento
1170,1170,2020-05-21,1100001170,12345671170,Fernando,"a dermatologia paciente refere lesao avermelhada em braco esquerdo ha 2 meses, com dor ao encostar, nega demais queixas. ao exame: lesao arredondada de 1.5cm de diametro em 1/3 medio membro superior esquerdo, com hiperemia ao redor da lesao e centro com lesao escurecida, com dor a pressao da lesao, sem demais alteracoes solicito avaliacao e conduta",Exame
1171,1171,2020-10-29,1100001171,12345671171,Cristina,"declaro para os devidos fins que o paciente acima encontra se em seguimento na ortopedia devido fratura da cabeca do radio direito + fratura da extremidade distal do radio e ulna esquerda. data do trauma: 12/10/23 paciente ainda em processo de reabilitacao fisioterapica para membros superiores deve manter ainda repouso em relacao a carga com os membros superiores tempo estimado de recuperacao: mais 01 mes durante este periodo de recuperacao, paciente necessita de acompanhamento diario integral por conta de tratar se de fratura de membro superior direito e esquerdo, nao podendo fazer uso das maos. cid 10: s526 (lado esquerdo) / s521 (lado direito)",Exame
1172,1172,2020-04-09,1100001172,12345671172,Rafael,solicito coleta sorologia febre maculosa em 15 dias por sintomatologia + epidemiologia positiva grata,Exame
1173,1173,2020-07-30,1100001173,12345671173,Patrícia,"a(o) colega dermatologista, solicito por gentileza avaliacao e seguimento do paciente acima, com queixa de alteracao cutanea com prurido em pes. grata,",Exame
1174,1174,2020-01-18,1100001174,12345671174,Vinícius,"paciente acima passou em atendimento por queixa de dispneia aos moderados esforcos, ortopneia e dpn. refere ainda tosse produtiva com inicio ha uma semana ao exame com taquipneia leve, estertor fino bibasal, rci, turjencia jugular discreta. extremidades quentes e bem perfundidas ecg em ritmo de fa, com esv isoladas laboratorial, com funcao renal estavel, anemia, com rdw aumentado, pcr: 4.0 rx de torax com pouco sinal de congestao com formacao inicial de consolidacao cd: devido queixa clinica de tosse e piora de sintomas de ic, opto por iniciar antibiotico vo, aumento dose de furosemida por uma semana e oriento paciente reducao gradual, ate retorno a dose anterior, caso sintomas melhorem. aumento dose de enalapril para 10 mg 12/12h e oriento quanto a sintomas de hipotensao. oriento seguimento ambulatorial e retorno ao ps em caso sinais de alarme",Exame
1175,1175,2020-09-04,1100001175,12345671175,Camila,relatorio medico: hd condropatia bilateral nos joelhos (m222) / artrose joelhos (m171) cd infiltracao articular com acido hialuronico (30713137 x 2) opus 2 f plus 06 ampolas. observacao: a quantidade e orientada pela propria fabricante articulacao do joelho.,Outros
1176,1176,2020-02-28,1100001176,12345671176,Rodrigo,solicito: citologia oncotica cervico vaginal coleta de material cervico vaginal (41301099),Exame
1177,1177,2020-03-02,1100001177,12345671177,Tatiana,solicito teste rapido para covid 19 cid: b 34.2,Encaminhamento
1178,1178,2020-12-11,1100001178,12345671178,Gustavo,solicito: hemograma completo hd: acompanhamento de dengue. coletar sabado! laudo com urgencia.,Exame
1179,1179,2020-06-17,1100001179,12345671179,Isabela,solicito sorologia para dengue igm,Encaminhamento
1180,1180,2020-12-30,1100001180,12345671180,João,"ao fisioterapeuta solicito realizacao de reabilitacao motora e analgesica, com fortalecimento de musculatura paravertebral lombar, central core, isquiotibiais e cintura pelvica 20 sessoes cid 10: m51.1",Encaminhamento
1181,1181,2020-02-18,1100001181,12345671181,Maria,"relatorio medico a colega go paciente, 47 anos, vem para avaliacao de alteracao em coagulograma. nega historia de sangramentos previos, mesmo apos provas hemostaticas bleeding score: 2 exames atuais: 15/11/2023 hb: 12.5 ht: 37.5 vcm: 91.2 rdw: 13.9% leuco: 5370 (neutro: 3080 linf: 1750) plaq: 268.000 ldl: 101 col: 140 hdl: 23 trigl: 71 tsh: 1.1 t4l: 1.5 fe: 80 ferritina: 215 ur: 29 cr: 0.84 hepb: negativo hepc: negativo hiv:negativo ast: 22 alt: 17 bt: 0.57 rni: 1.2 r: 0.88 sendo assim, nao encontro qualquer sinal de alteracoes doenca de hemostasia do ponto de vista hematologico, nao apresenta contraindicacoes para o procedimento proposto (colocacao de diu) a disposicao. att",Outros
1182,1182,2020-08-14,1100001182,12345671182,José,paciente refere ter batido porta do carro em polega direito ha 3 dias relata dor local solicito rx mao direita,Exame
1183,1183,2020-01-15,1100001183,12345671183,Ana,,Invalido
1184,1184,2020-07-24,1100001184,12345671184,Pedro,,Invalido
1185,1185,2020-10-03,1100001185,12345671185,Mariana,solicitacao de exame paciente com dor e dificudlade a movimentacao do ombro direito apos esforco fisico. solicito rnm de ombro direito sem contraste cid m751 grato,Exame
1186,1186,2020-10-14,1100001186,12345671186,Carlos,"a fisioterapia paciente com lesao de manguito rotador a esquerda, encaminho para reabilitacao de ombros sugestao de sessoes: 10",Encaminhamento
1187,1187,2020-12-13,1100001187,12345671187,Paula,pedido de exame solicito teste rapido para covid cid:b342 codigo tuss: 40325024,Encaminhamento
1188,1188,2020-11-25,1100001188,12345671188,Lucas,solicito teste rapido de influenza,Encaminhamento
1189,1189,2020-11-01,1100001189,12345671189,Juliana,solicito para paciente acima: 10 sessoes de fisioterapia motora para membro superior codigo: 20103484 cid 10: m75 justificativa: sd manguti ombro esquerdo,Encaminhamento
1190,1190,2020-11-11,1100001190,12345671190,Fernando,"paciente com quadro de dor abdominal (cid r10.4), necessita do seguinte exame 1 endoscopia digestiva alta",Exame
1191,1191,2020-06-05,1100001191,12345671191,Cristina,solicitacao de fisioterapia 10 sessoes indicacao suspeita de capsulite adesiva em ombro esquerdo objetivos: analgesia reducao de processo inflamatorio recuperacao de mobilidade indolor ajuste de ritmo escapulotoracico / liberacao escapular fortalecimento global de cintura escapular recuperacao funcional,Encaminhamento
1192,1192,2020-10-20,1100001192,12345671192,Rafael,a fisioterapia solicito 10 sessoes de fisioterapia ( 2.01.03.48 4 ) hd >> lesao menisco medial joelho esq cd >> analgesia exercicios,Encaminhamento
1193,1193,2020-03-18,1100001193,12345671193,Patrícia,"ao anestesista, paciente em programacao cirurgica para postectomia. solicito apa. obrigado",Exame
1194,1194,2020-07-21,1100001194,12345671194,Vinícius,solicito: 1) densitometria ossea,Exame
1195,1195,2020-01-08,1100001195,12345671195,Camila,"relatorio medico paciente com o diagnostico de adenocarcinoma de prostata com recidiva em linfonodos pelvicos (cid10 c61). realizou tratamento inicial com prostatectomia em 2004. evoluindo com recidiva bioquimica em 2015 e recorrencia linfonodal em dezembro/2019. iniciou tratamento com firmagon 80 mg mensal + abiraterona 1000 mg/dia com resposta parcial e toxicidade manejavel no momento. realizou rm de abdome com resposta parcial em novembro/2023 e psa mantendo em queda 2.0. diante da resposta ao tratamento tem indicacao de prosseguir com mesmo esquema terapeutico. atenciosamente,",Outros
1196,1196,2020-02-17,1100001196,12345671196,Rodrigo,"solicito hemograma ns1 suspeita: cid a90 se o plano nao liberar, ligar para o mesmo e perguntar sobre telemedicina, marcar consulta e pedir para transcreverem",Encaminhamento
1197,1197,2020-07-31,1100001197,12345671197,Tatiana,ecocardiograma com esforco fisico ( 40901696 ) motivo : dac estavel,Exame
1198,1198,2020-06-13,1100001198,12345671198,Gustavo,relatorio medico atesto para os devidos fins que a paciente acima esta liberada para praticar atividades fisicas.,Outros
1199,1199,2020-01-19,1100001199,12345671199,Isabela,ao psiquiatra encaminho pacinete para avaliacao e acompanhamento cid: f41 grata,Exame
